id,institution,rank,city,state,website,institution_level,private,graduate_offering,urbanization_degree,distance_education_offered,undergraduate_application_fee,graduate_application_fee,graduation_rate,recommendations,admission_test_scores,TOEFL,total_applicants,total_admissions,acceptance_rate,total_enrolled,yield,SAT_reading_writing_lower,SAT_reading_writing_upper,SAT_math_lower,SAT_math_upper,ACT_composite_lower,ACT_composite_upper,ACT_english_lower,ACT_english_upper,ACT_math_lower,ACT_math_upper,out_of_state_tuition,out_of_state_fees,in_state_tuition,in_state_fees,out_of_state_total,in_state_total,address,city_id,location
95,Central Michigan University,150,Mount Pleasant,Michigan,www.cmich.edu/,Four or more years,FALSE,TRUE,Town,TRUE,40,50,28,Recommended,Considered,Required,19396,13320,68.67,2088,15.68,500,610,500,600,20,26,20,26,18,26,23670,450,12510,450,24120,12960,"106 Warriner Hall, Mount Pleasant, Michigan 48859",8901,"(43.583549950000005, -84.7746403641781)"
53,Boise Bible College,150,Boise,Idaho,boisebible.edu/,Four or more years,TRUE,FALSE,Suburb,FALSE,25,0,26,Required,Required,Required,52,47,90.38,26,55.32,450,560,430,500,20,22,17,21,17,23,12450,650,12450,650,13100,13100,"8695 W Marigold St, Boise, Idaho 83714-1220",3399,"(43.61565435, -116.26019628252882)"
178,Ferris State University,150,Big Rapids,Michigan,www.ferris.edu/,Four or more years,FALSE,TRUE,Town,TRUE,0,0,30,Not Required,Required,Recommended,8581,7076,82.46,1540,21.76,470,580,470,580,18,26,17,25,17,25,12376,0,12376,0,12376,12376,"1201 S State St, Big Rapids, Michigan 49307-2251",12573,"(43.684972450000004, -85.48277809242535)"
295,Maine College of Health Professions,150,Lewiston,Maine,www.mchp.edu/,Four or more years,TRUE,FALSE,City,TRUE,50,0,0,Not Required,Considered,Not Required,20,9,45,8,88.89,450,580,430,490,0,0,0,0,0,0,12340,1565,12340,1565,13905,13905,"70 Middle Street, Lewiston, Maine 04240",7551,"(44.10232559401311, -70.21880780074835)"
610,University of Michigan-Flint,150,Flint,Michigan,www.umflint.edu/,Four or more years,FALSE,TRUE,City,TRUE,0,55,15,Recommended,Required,Required,4017,3110,77.42,559,17.97,490,610,480,600,19,21,18,26,17,25,24114,432,12312,432,24546,12744,"303 E. Kearsley Street, Flint, Michigan 48502-1950",10898,"(43.01767227135679, -83.68980346733669)"
656,University of South Carolina-Columbia,150,Columbia,South Carolina,www.sc.edu/,Four or more years,FALSE,TRUE,City,TRUE,65,50,62,Not Required,Required,Required,34957,23894,68.35,5742,24.03,580,670,560,670,25,31,23,33,23,28,33528,400,12288,400,33928,12688,"Columbia-Campus, Columbia, South Carolina 29208",7608,"(33.992829799999996, -81.02685165712111)"
593,University of Illinois Urbana-Champaign,150,Champaign,Illinois,www.illinois.edu/,Four or more years,FALSE,TRUE,City,TRUE,50,70,70,Not Required,Required,Required,43473,27520,63.3,7529,27.36,590,690,610,770,27,33,26,34,26,33,29704,2896,12254,2896,32600,15150,"601 E John Street, Champaign, Illinois 61820-5711",12382,"(40.108998, -88.230205)"
424,Rutgers University-Newark,127,Newark,New Jersey,www.newark.rutgers.edu/,Four or more years,FALSE,TRUE,City,TRUE,70,70,34,Not Required,Considered,Required,13506,10007,74.09,1321,13.2,500,580,510,590,18,23,17,23,17,24,29012,2272,12230,2272,31284,14502,"249 University Avenue  Blumenthal Hall, Newark, New Jersey 07102",3456,"(40.74068705, -74.17488897617616)"
423,Rutgers University-Camden,148,Camden,New Jersey,www.camden.rutgers.edu/,Four or more years,FALSE,TRUE,City,TRUE,70,70,31,Not Required,Considered,Required,9879,7536,76.28,600,7.96,490,590,490,580,17,24,16,24,16,25,28466,2647,12230,2647,31113,14877,"406 Penn, Camden, New Jersey 08102",10992,"(39.9479335, -75.12133218034819)"
611,University of Minnesota-Duluth,150,Duluth,Minnesota,www.d.umn.edu/,Four or more years,FALSE,TRUE,City,TRUE,40,75,36,Recommended,Required,Required,9190,7219,78.55,1780,24.66,530,600,520,640,21,26,19,25,20,27,17394,1382,12194,1382,18776,13576,"515 Darland Administration Bldg, Duluth, Minnesota 55812",8301,"(46.8203898, -92.08527412081386)"
612,University of Minnesota-Rochester,150,Rochester,Minnesota,r.umn.edu/,Four or more years,FALSE,FALSE,City,TRUE,30,0,51,Recommended,Required,Required,1440,1062,73.75,217,20.43,540,688,518,643,20,26,19,24,19,26,12194,656,12194,656,12850,12850,"111 South Broadway, Rochester, Minnesota 55904",8751,"(44.02232253170266, -92.46313098734227)"
276,Life University,150,Marietta,Georgia,www.life.edu/,Four or more years,TRUE,TRUE,City,TRUE,50,50,17,Not Required,Considered,Required,408,395,96.81,184,46.58,460,540,450,520,18,21,16,23,16,23,12105,1491,12105,1491,13596,13596,"1269 Barclay Circle, Marietta, Georgia 30060",7940,"(33.933129950814, -84.51907535572029)"
698,Virginia Commonwealth University,150,Richmond,Virginia,www.vcu.edu/,Four or more years,FALSE,TRUE,City,TRUE,70,70,44,Recommended,Required,Required,17253,15632,90.6,3756,24.03,540,640,520,610,21,28,21,30,19,26,32742,3306,12094,2616,36048,14710,"910 W Franklin St, Richmond, Virginia 23284-2512",3472,"(37.54950565618434, -77.45271724925894)"
722,Western Michigan University,150,Kalamazoo,Michigan,wmich.edu/,Four or more years,FALSE,TRUE,City,TRUE,40,50,23,Not Required,Required,Required,16582,14085,84.94,2613,18.55,500,610,510,610,20,27,19,26,20,26,15118,923,12094,923,16041,13017,"1903 W Michigan Ave, Kalamazoo, Michigan 49008-5200",8916,"(42.2759622, -85.6178754)"
617,University of Montevallo,150,Montevallo,Alabama,www.montevallo.edu/,Four or more years,FALSE,TRUE,Suburb,TRUE,35,35,29,Not Required,Required,Required,4954,2998,60.52,471,15.71,500,600,490,615,19,26,20,27,17,24,25110,1620,12090,1620,26730,13710,"Station 6001, Montevallo, Alabama 35115-6000",11540,"(33.1060774, -86.86523751695017)"
456,Southeast Missouri Hospital College of Nursing and Health Sciences,150,Cape Girardeau,Missouri,www.sehcollege.edu/,Four or more years,TRUE,FALSE,City,FALSE,50,0,0,Not Required,Considered,Not Required,20,18,90,13,72.22,0,0,0,0,21,23,21,24,18,23,12050,1251,12050,1251,13301,13301,"2001 William Street, Cape Girardeau, Missouri 63703-4507",11518,"(37.302669367816094, -89.54521891954023)"
34,Bacone College,150,Muskogee,Oklahoma,www.bacone.edu/,Four or more years,TRUE,FALSE,Town,TRUE,0,0,3,Recommended,Required,Required,349,165,47.28,74,44.85,423,513,445,495,15,19,14,19,15,17,12000,2700,12000,2700,14700,14700,"2299 Old Bacone Rd, Muskogee, Oklahoma 74403-1597",12556,"(35.77410699576783, -95.33455129330406)"
533,Trinity Baptist College,150,Jacksonville,Florida,www.tbc.edu/,Four or more years,TRUE,TRUE,City,TRUE,35,45,31,Required,Required,Recommended,163,110,67.48,79,71.82,460,570,430,538,17,21,15,22,16,20,11980,1150,11980,1150,13130,13130,"800 Hammond Blvd, Jacksonville, Florida 32221",3435,"(30.311106, -81.793556)"
601,University of Louisville,150,Louisville,Kentucky,www.louisville.edu/,Four or more years,FALSE,TRUE,City,TRUE,25,65,32,Not Required,Considered,Required,17265,11243,65.12,2866,25.49,530,640,520,630,21,28,21,30,20,27,28312,196,11966,196,28508,12162,"2301 S 3rd St, Louisville, Kentucky 40292-0001",3443,"(38.213327, -85.7607682)"
709,Wayne State University,150,Detroit,Michigan,www.wayne.edu/,Four or more years,FALSE,TRUE,City,TRUE,25,50,18,Not Required,Required,Required,17093,11796,69.01,3120,26.45,500,600,500,600,20,27,19,27,18,27,27282,1605,11912,1605,28887,13517,"656 West Kirby Street, Detroit, Michigan 48202",3414,"(42.3611366, -83.0673206)"
133,Criswell College,150,Dallas,Texas,www.criswell.edu/,Four or more years,TRUE,TRUE,City,TRUE,35,35,0,Required,Considered,Required,32,32,100,20,62.5,490,595,458,545,16,23,13,24,16,21,11880,744,11880,744,12624,12624,"4010 Gaston Avenue, Dallas, Texas 75246-1537",3411,"(32.79308465306123, -96.77773083673469)"
237,Illinois State University,150,Normal,Illinois,illinoisstate.edu/,Four or more years,FALSE,TRUE,Suburb,TRUE,50,50,47,Not Required,Considered,Required,15487,12593,81.31,3353,26.63,510,610,510,610,21,26,20,27,19,26,23048,3795,11524,3795,26843,15319,"North Street, Normal, Illinois 61790-1000",7641,"(40.5111559, -88.9895759)"
639,University of Oregon,99,Eugene,Oregon,www.uoregon.edu/,Four or more years,FALSE,TRUE,City,TRUE,65,70,53,Considered,Considered,Recommended,28525,23906,83.81,3920,16.4,550,650,540,640,22,29,21,30,21,27,36912,2397,11460,2397,39309,13857,"110 Johnson Hall, Eugene, Oregon 97403",9224,"(44.044551549999994, -123.07173597767621)"
109,Coastal Carolina University,150,Conway,South Carolina,www.coastal.edu/,Four or more years,FALSE,TRUE,City,TRUE,45,45,28,Recommended,Considered,Not Required,14152,9970,70.45,2056,20.62,510,600,510,580,19,25,18,24,17,24,27214,180,11460,180,27394,11640,"103 Tom Trout Drive, Conway, South Carolina 29526",36113,"(33.7945491, -79.0133334)"
522,The University of Texas at Austin,150,Austin,Texas,www.utexas.edu/,Four or more years,FALSE,TRUE,City,TRUE,75,65,61,Considered,Required,Required,57241,18290,31.95,8459,46.25,610,720,600,750,26,33,25,35,25,32,40032,0,11448,0,40032,11448,"110 Inner Campus Drive, Austin, Texas 78705",3393,"(30.28605515, -97.73935349500609)"
555,University of California-Berkeley,22,Berkeley,California,www.berkeley.edu/,Four or more years,FALSE,TRUE,City,TRUE,70,120,74,Considered,Required,Required,88062,15390,17.48,6117,39.75,650,740,660,790,30,35,27,35,27,34,41196,2870,11442,2870,44066,14312,"200 California Hall, Berkeley, California 94720",9798,"(37.8753497, -122.23963364918777)"
556,University of California-Davis,38,Davis,California,ucdavis.edu/,Four or more years,FALSE,TRUE,Suburb,TRUE,70,120,61,Not Required,Required,Required,76897,35645,46.35,6144,17.24,570,670,590,730,25,33,23,32,23,29,41196,3155,11442,3155,44351,14597,"One Shields Avenue, Davis, California 95616-8678",12418,"(38.53345925, -121.74780588397391)"
557,University of California-Irvine,36,Irvine,California,www.uci.edu/,Four or more years,FALSE,TRUE,City,TRUE,70,120,68,Not Required,Required,Required,97938,29301,29.92,5765,19.68,600,680,630,750,26,33,25,33,26,31,41196,2311,11442,2311,43507,13753,"501 Aldrich Hall, Irvine, California 92697",8366,"(33.6431901, -117.84016493553044)"
559,University of California-Riverside,83,Riverside,California,www.ucr.edu/,Four or more years,FALSE,TRUE,City,TRUE,70,105,55,Not Required,Required,Required,49442,32522,65.78,4850,14.91,540,630,540,650,22,31,20,26,19,26,41196,2582,11442,2582,43778,14024,"900 University Ave, Riverside, California 92521",3473,"(33.9644602, -117.336432)"
560,University of California-Santa Barbara,28,Santa Barbara,California,www.ucsb.edu/,Four or more years,FALSE,TRUE,Suburb,TRUE,70,120,68,Not Required,Required,Required,90961,33384,36.7,4847,14.52,620,710,610,750,28,34,26,34,26,31,41196,2964,11442,2964,44160,14406,"5221 Cheadle Hall, Santa Barbara, California 93106",7907,"(34.414602450000004, -119.84581004701371)"
561,University of California-Santa Cruz,103,Santa Cruz,California,www.ucsc.edu/,Four or more years,FALSE,TRUE,City,TRUE,70,120,49,Not Required,Required,Required,54988,35591,64.73,4193,11.78,580,670,580,690,25,33,23,31,23,29,41196,2583,11442,2583,43779,14025,"1156 High St, Santa Cruz, California 95064-1011",8766,"(36.977383642396106, -122.05493567193773)"
699,Virginia Polytechnic Institute and State University,75,Blacksburg,Virginia,www.vt.edu/,Four or more years,FALSE,TRUE,City,TRUE,60,75,63,Not Required,Required,Required,30771,20239,65.77,6608,32.65,590,680,580,690,25,31,24,32,24,30,29960,2933,11420,2329,32893,13749,"210 Burruss Hall  800 Drillfield Dr., Blacksburg, Virginia 24061-0131",12522,"(37.22192675, -80.42728184013652)"
55,Boston Baptist College,150,Boston,Massachusetts,boston.edu/,Four or more years,TRUE,FALSE,City,TRUE,50,0,55,Required,Required,Recommended,18,14,77.78,8,57.14,500,630,480,560,10,26,16,23,14,26,11400,1200,11400,1200,12600,12600,"950 Metropolitan Ave, Boston, Massachusetts 02136-4030",3400,"(42.25360345833333, -71.1108195)"
514,The Southern Baptist Theological Seminary,150,Louisville,Kentucky,www.sbts.edu/,Four or more years,TRUE,TRUE,City,TRUE,40,40,36,Required,Required,Required,343,265,77.26,176,66.42,513,610,470,570,19,25,19,28,17,24,11400,496,11400,496,11896,11896,"2825 Lexington Rd, Louisville, Kentucky 40280-0001",3443,"(38.2463668, -85.6859337)"
519,The University of Tennessee-Knoxville,150,Knoxville,Tennessee,www.utk.edu/,Four or more years,FALSE,TRUE,City,TRUE,50,60,49,Considered,Required,Required,25423,19867,78.15,5512,27.74,580,650,560,653,25,31,24,33,23,29,29522,2142,11332,1932,31664,13264,"527 Andy Holt Tower, Knoxville, Tennessee 37996",7420,"(35.9504567, -83.9396725)"
586,University of Hawaii at Manoa,150,Honolulu,Hawaii,manoa.hawaii.edu/,Four or more years,FALSE,TRUE,City,TRUE,70,100,32,Recommended,Considered,Required,13240,11081,83.69,2184,19.71,540,640,530,640,21,27,20,26,19,26,33336,882,11304,882,34218,12186,"2500 Campus Road, Honolulu, Hawaii 96822-2217",3427,"(21.2982795, -157.8186922958459)"
550,University of Arizona,103,Tucson,Arizona,www.arizona.edu/,Four or more years,FALSE,TRUE,City,TRUE,50,85,47,Considered,Considered,Considered,43540,37064,85.13,7334,19.79,550,660,540,690,21,29,20,30,20,28,35326,1417,11299,1417,36743,12716,"1401 E University, Tucson, Arizona 85721-0066",3494,"(32.23275565, -110.95095835000001)"
659,University of South Carolina-Upstate,150,Spartanburg,South Carolina,www.uscupstate.edu/,Four or more years,FALSE,TRUE,Suburb,TRUE,45,45,29,Recommended,Required,Required,4385,2611,59.54,754,28.88,460,550,440,540,17,21,15,21,16,20,22710,375,11208,375,23085,11583,"800 University Way, Spartanburg, South Carolina 29303-4999",11312,"(35.0003217, -81.97088501504776)"
108,Cleveland State University,150,Cleveland,Ohio,www.csuohio.edu/,Four or more years,FALSE,TRUE,City,TRUE,40,40,24,Not Required,Required,Required,7815,7315,93.6,1799,24.59,470,590,470,580,18,25,19,27,21,26,15952,0,11185,0,15952,11185,"2121 Euclid Avenue, Cleveland, Ohio 44115-2214",3407,"(41.5022982, -81.6768983)"
749,Yellowstone Christian College,150,Billings,Montana,yellowstonechristian.edu/,Four or more years,TRUE,FALSE,Rural,TRUE,30,0,0,Required,Required,Required,8,6,75,3,50,0,0,0,0,15,23,15,23,15,23,11160,200,11160,200,11360,11360,"1515 S. Shiloh Road, Billings, Montana 59106-3303",9498,"(45.74232779104477, -108.61731631343284)"
598,University of Kentucky,127,Lexington,Kentucky,www.uky.edu/,Four or more years,FALSE,TRUE,City,TRUE,50,65,44,Not Required,Required,Required,19648,18932,96.36,4891,25.83,540,640,530,640,22,29,22,31,21,28,29945,1349,11135,1349,31294,12484,"South Limestone, Lexington, Kentucky 40506-0032",8014,"(38.0356095, -84.5080671)"
36,Baptist Health Sciences University,150,Memphis,Tennessee,www.baptistu.edu/,Four or more years,TRUE,TRUE,City,TRUE,25,0,29,Not Required,Required,Required,456,316,69.3,70,22.15,470,530,520,560,19,23,19,24,16,20,11112,1460,11112,1460,12572,12572,"1003 Monroe Ave, Memphis, Tennessee 38104",3446,"(35.138929775510206, -90.0281921632653)"
256,Kent State University at Kent,150,Kent,Ohio,www.kent.edu/,Four or more years,FALSE,TRUE,Suburb,TRUE,50,45,37,Not Required,Required,Recommended,18085,15269,84.43,3870,25.35,510,610,510,600,20,26,20,25,19,26,19885,0,11009,0,19885,11009,"Executive Office  2nd Floor Library, Kent, Ohio 44242-0001",34328,"(41.1390567, -81.31441830488089)"
427,Saint Augustine's University,150,Raleigh,North Carolina,www.st-aug.edu/,Four or more years,TRUE,FALSE,City,TRUE,35,0,22,Recommended,Required,Required,5887,3964,67.33,384,9.69,390,480,390,460,12,16,9,14,14,16,10956,5928,10956,5928,16884,16884,"1315 Oakwood Avenue, Raleigh, North Carolina 27610-2298",3470,"(35.7871710322803, -78.61765496376795)"
721,Western Kentucky University,150,Bowling Green,Kentucky,www.wku.edu/,Four or more years,FALSE,TRUE,City,TRUE,45,65,32,Not Required,Required,Required,8574,8381,97.75,3117,37.19,500,600,480,580,19,26,19,27,17,25,26496,0,10802,0,26496,10802,"1906 College Heights Blvd, Bowling Green, Kentucky 42101-1000",7819,"(36.9805975, -86.4613801)"
515,The University of Alabama,150,Tuscaloosa,Alabama,www.ua.edu/,Four or more years,FALSE,TRUE,City,TRUE,40,65,50,Not Required,Required,Required,39560,31804,80.39,6507,20.46,540,660,530,670,23,31,23,33,21,29,30250,840,10780,840,31090,11620,"739 University Blvd, Tuscaloosa, Alabama 35487-0100",9005,"(33.20946130874041, -87.54608118511442)"
591,University of Illinois Chicago,150,Chicago,Illinois,www.uic.edu/,Four or more years,FALSE,TRUE,City,TRUE,60,70,34,Recommended,Required,Required,22798,16558,72.63,3541,21.39,510,610,520,640,21,29,21,30,21,28,25126,3322,10776,3322,28448,14098,"601 S Morgan, Chicago, Illinois 60607",3405,"(41.79139685, -87.60084387193544)"
569,University of Colorado Boulder,150,Boulder,Colorado,www.colorado.edu/,Four or more years,FALSE,TRUE,City,TRUE,50,60,47,Recommended,Considered,Required,44203,37221,84.2,6326,17,570,670,560,680,25,31,24,32,23,29,36546,1738,10728,1738,38284,12466,"Regent Drive at Broadway, Boulder, Colorado 80309-0017",10622,"(40.006878150000006, -105.27277603939649)"
20,Arizona State University Campus Immersion,150,Tempe,Arizona,www.asu.edu/,Four or more years,FALSE,TRUE,City,TRUE,50,70,52,Not Required,Required,Required,53516,47290,88.37,12677,26.81,550,650,550,670,21,28,20,28,20,27,28800,628,10710,628,29428,11338,"University Drive and Mill Avenue, Tempe, Arizona 85287",8449,"(33.4225788, -111.939863)"
266,Lander University,150,Greenwood,South Carolina,www.lander.edu/,Four or more years,FALSE,TRUE,Town,TRUE,0,0,23,Recommended,Required,Required,5627,3209,57.03,861,26.83,470,570,450,540,16,22,15,22,16,21,20300,1000,10700,1000,21300,11700,"320 Stanley Avenue, Greenwood, South Carolina 29649-2099",38830,"(34.201233, -82.16564974058615)"
677,University of Washington-Bothell Campus,150,Bothell,Washington,www.uwb.edu/,Four or more years,FALSE,TRUE,Suburb,TRUE,60,85,39,Not Required,Required,Required,4158,3656,87.93,985,26.94,510,620,530,650,20,27,18,27,19,27,37998,1020,10629,1020,39018,11649,"18115 Campus Way NE, Bothell, Washington 98011-8246",35145,"(47.75867715, -122.19064646437162)"
678,University of Washington-Seattle Campus,150,Seattle,Washington,www.washington.edu/,Four or more years,FALSE,TRUE,City,TRUE,80,85,66,Not Required,Required,Required,43778,24456,55.86,7027,28.73,590,700,610,753,27,33,26,35,26,32,37998,1116,10629,1116,39114,11745,"1400 NE Campus Parkway, Seattle, Washington 98195-4550",3487,"(47.6561943, -122.312245)"
679,University of Washington-Tacoma Campus,150,Tacoma,Washington,www.tacoma.uw.edu/,Four or more years,FALSE,TRUE,City,TRUE,60,85,45,Not Required,Required,Required,1985,1708,86.05,621,36.36,480,600,480,580,16,24,15,24,16,25,37998,1260,10629,1260,39258,11889,"1900 Commerce St, Tacoma, Washington 98402-3100",3491,"(47.245217499999995, -122.43981965250066)"
372,Ohio State University-Main Campus,150,Columbus,Ohio,www.osu.edu/,Four or more years,FALSE,TRUE,City,TRUE,60,60,59,Considered,Considered,Required,49087,33619,68.49,8679,25.82,590,690,620,740,26,32,26,34,26,31,32599,903,10615,903,33502,11518,"190 N. Oval Mall, Columbus, Ohio 43210",3409,"(40.0006346, -83.01338595118708)"
616,University of Missouri-St Louis,150,Saint Louis,Missouri,www.umsl.edu/,Four or more years,FALSE,TRUE,Suburb,TRUE,35,50,32,Considered,Considered,Required,3511,2022,57.59,417,20.62,560,640,530,615,21,27,20,28,19,26,27972,0,10573,0,27972,10573,"One University Boulevard, Saint Louis, Missouri 63121-4400",3476,"(38.7172234, -90.3060852)"
700,Virginia Union University,150,Richmond,Virginia,www.vuu.edu/,Four or more years,TRUE,TRUE,City,TRUE,25,25,20,Considered,Considered,Considered,6208,4678,75.35,359,7.67,390,480,370,460,13,17,13,18,15,18,10530,3000,10530,3000,13530,13530,"1500 N Lombardy St, Richmond, Virginia 23220",3472,"(37.56027742108026, -77.45056897465146)"
249,John A Gupton College,150,Nashville,Tennessee,www.guptoncollege.edu/,At least 2 but less than 4 years,TRUE,FALSE,City,TRUE,50,0,0,Required,Required,Not Required,17,13,76.47,13,100,0,0,0,0,18,22,16,23,16,21,10523,1060,10523,1060,11583,11583,"1616 Church St, Nashville, Tennessee 37203-2954",8029,"(36.15606620300478, -86.79569354436705)"
568,University of Cincinnati-Main Campus,150,Cincinnati,Ohio,www.uc.edu/,Four or more years,FALSE,TRUE,City,TRUE,50,65,34,Recommended,Required,Recommended,23960,18306,76.4,5242,28.64,560,650,560,680,23,29,22,30,23,29,25794,1678,10460,1678,27472,12138,"2624 Clifton Avenue, Cincinnati, Ohio 45221-0063",3406,"(39.1306694, -84.5204402)"
