id,institution,rank,city,state,website,institution_level,private,graduate_offering,urbanization_degree,distance_education_offered,undergraduate_application_fee,graduate_application_fee,graduation_rate,recommendations,admission_test_scores,TOEFL,total_applicants,total_admissions,acceptance_rate,total_enrolled,yield,SAT_reading_writing_lower,SAT_reading_writing_upper,SAT_math_lower,SAT_math_upper,ACT_composite_lower,ACT_composite_upper,ACT_english_lower,ACT_english_upper,ACT_math_lower,ACT_math_upper,out_of_state_tuition,out_of_state_fees,in_state_tuition,in_state_fees,out_of_state_total,in_state_total,address,city_id,location
307,MCPHS University,150,Boston,Massachusetts,www.mcphs.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,0,50,Required,Required,Recommended,4808,4381,91.12,713,16.27,480,590,490,618,20,27,19,27,20,28,33600,1050,33600,1050,34650,34650,"179 Longwood Ave, Boston, Massachusetts 02115-5896",3400,"(42.3366267, -71.1010151)"
202,Gannon University,150,Erie,Pennsylvania,www.gannon.edu/,Four or more years,TRUE,TRUE,City,TRUE,25,25,52,Recommended,Required,Required,4442,3520,79.24,634,18.01,500,610,490,600,20,26,18,26,18,26,33560,966,33560,966,34526,34526,"109 W Sixth St, Erie, Pennsylvania 16541-0001",9096,"(42.12726475, -80.08845080932498)"
736,William Jewell College,150,Liberty,Missouri,www.jewell.edu/,Four or more years,TRUE,TRUE,Suburb,TRUE,0,0,57,Recommended,Considered,Required,1585,577,36.4,195,33.8,540,630,500,630,20,27,21,28,19,27,33500,950,33500,950,34450,34450,"500 College Hill, Liberty, Missouri 64068-1896",11874,"(39.251379400000005, -94.41122222903627)"
542,Union University,150,Jackson,Tennessee,www.uu.edu/,Four or more years,TRUE,TRUE,City,TRUE,35,25,65,Considered,Required,Required,2503,1440,57.53,319,22.15,550,670,520,660,22,30,23,33,20,27,33480,1150,33480,1150,34630,34630,"1050 Union University Dr, Jackson, Tennessee 38305-3697",9703,"(35.6812478679182, -88.85653213342273)"
224,High Point University,150,High Point,North Carolina,www.highpoint.edu/,Four or more years,TRUE,TRUE,City,TRUE,50,50,59,Required,Considered,Required,11266,8680,77.05,1387,15.98,540,620,530,620,22,28,21,28,19,27,33358,4722,33358,4722,38080,38080,"One University Parkway, High Point, North Carolina 27268",8496,"(35.9720859, -79.9936582)"
230,Hope International University,150,Fullerton,California,www.hiu.edu/,Four or more years,TRUE,TRUE,Suburb,TRUE,50,50,30,Required,Required,Required,794,304,38.29,99,32.57,460,560,470,540,18,24,18,22,16,23,33250,1200,33250,1200,34450,34450,"2500 E Nutwood Ave, Fullerton, California 92831-3199",13128,"(33.8763883, -117.88556755844238)"
437,Samford University,136,Birmingham,Alabama,www.samford.edu/,Four or more years,TRUE,TRUE,Suburb,TRUE,40,35,64,Required,Considered,Not Required,3867,3248,83.99,971,29.9,540,640,520,600,23,29,23,32,21,27,33248,950,33248,950,34198,34198,"800 Lakeshore Drive, Birmingham, Alabama 35229-2240",3398,"(33.464148449999996, -86.79395916804393)"
88,Carroll University,150,Waukesha,Wisconsin,www.carrollu.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,0,51,Considered,Required,Required,4116,2954,71.77,700,23.7,530,610,520,623,21,26,20,26,19,26,33200,810,33200,810,34010,34010,"100 N East Ave, Waukesha, Wisconsin 53186",9462,"(43.00395265, -88.22926408934816)"
302,Marymount University,150,Arlington,Virginia,www.marymount.edu/,Four or more years,TRUE,TRUE,City,TRUE,50,40,44,Required,Considered,Required,3046,2597,85.26,367,14.13,490,600,480,570,20,28,19,30,18,25,33200,1340,33200,1340,34540,34540,"2807 N Glebe Rd, Arlington, Virginia 22207-4299",3390,"(38.9054445, -77.12768184296903)"
130,Corban University,150,Salem,Oregon,www.corban.edu/,Four or more years,TRUE,TRUE,City,TRUE,40,50,57,Required,Considered,Required,1924,930,48.34,216,23.23,490,610,485,575,17,24,16,23,16,25,33190,998,33190,998,34188,34188,"5000 Deer Park Dr SE, Salem, Oregon 97317-9392",10274,"(44.88871, -122.95471)"
82,Cardinal Stritch University,150,Milwaukee,Wisconsin,www.stritch.edu/,Four or more years,TRUE,TRUE,Suburb,TRUE,0,0,28,Not Required,Required,Required,736,566,76.9,77,13.6,505,565,470,535,17,23,17,23,16,21,33070,700,33070,700,33770,33770,"6801 N Yates Rd, Milwaukee, Wisconsin 53217-3985",3449,"(43.13984865, -87.90831412702983)"
532,Trine University,150,Angola,Indiana,www.trine.edu/,Four or more years,TRUE,TRUE,Town,TRUE,0,0,48,Recommended,Considered,Recommended,3841,3032,78.94,629,20.75,500,600,510,610,20,27,18,25,19,28,32990,500,32990,500,33490,33490,"1 University Ave, Angola, Indiana 46703-1764",13881,"(41.63111405, -85.0105982174732)"
197,Fresno Pacific University,150,Fresno,California,www.fresno.edu/,Four or more years,TRUE,TRUE,City,TRUE,40,45,52,Required,Required,Required,959,642,66.94,199,31,470,560,460,550,16,22,15,21,16,22,32954,498,32954,498,33452,33452,"1717 S Chestnut Ave, Fresno, California 93702-4709",3420,"(36.725964, -119.736356)"
123,Concordia University Texas,150,Austin,Texas,www.concordia.edu/,Four or more years,TRUE,TRUE,City,TRUE,25,50,27,Not Required,Considered,Required,1405,1306,92.95,226,17.3,490,600,490,580,19,24,16,23,17,25,32900,900,32900,900,33800,33800,"11400 Concordia University Drive, Austin, Texas 78726",3393,"(30.4187934, -97.83847636084943)"
390,Palm Beach Atlantic University,150,West Palm Beach,Florida,www.pba.edu/,Four or more years,TRUE,TRUE,City,TRUE,50,50,45,Recommended,Considered,Required,1581,1450,91.71,526,36.28,510,620,490,590,20,27,19,27,18,25,32880,595,32880,595,33475,33475,"901 S. Flagler Drive, West Palm Beach, Florida 33401",8064,"(26.70534, -80.049238)"
554,University of Bridgeport,150,Bridgeport,Connecticut,www.bridgeport.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,0,30,Required,Considered,Required,6020,4271,70.95,310,7.26,470,580,450,550,17,22,15,20,16,23,32860,2900,32860,2900,35760,35760,"126 Park Avenue, Bridgeport, Connecticut 06604-5620",14024,"(41.164658450000005, -73.19046116690603)"
418,Rockford University,150,Rockford,Illinois,www.rockford.edu/,Four or more years,TRUE,TRUE,City,FALSE,0,50,20,Not Required,Required,Required,2021,1027,50.82,212,20.64,450,570,450,530,16,23,14,22,16,20,32800,250,32800,250,33050,33050,"5050 E State St, Rockford, Illinois 61108-2311",7909,"(42.268338799999995, -89.01867338002917)"
46,Benedictine University,150,Lisle,Illinois,www.ben.edu/,Four or more years,TRUE,TRUE,Suburb,TRUE,40,40,33,Considered,Required,Considered,3017,1840,60.99,403,21.9,480,570,500,590,19,26,19,26,17,26,32700,1590,32700,1590,34290,34290,"5700 College Rd, Lisle, Illinois 60532-0900",12065,"(41.777997600000006, -88.09699355549967)"
452,Simpson University,150,Redding,California,www.simpsonu.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,0,50,Considered,Considered,Required,1276,762,59.72,103,13.52,490,605,470,580,21,28,19,28,18,26,32700,930,32700,930,33630,33630,"2211 College View Drive, Redding, California 96003-8606",7827,"(40.61757520259876, -122.33149760452972)"
478,St. Mary's University,150,San Antonio,Texas,www.stmarytx.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,0,44,Recommended,Considered,Required,5210,4451,85.43,514,11.55,520,620,500,600,20,26,19,25,18,25,32700,1020,32700,1020,33720,33720,"One Camino Santa Maria, San Antonio, Texas 78228",3480,"(29.452253701323915, -98.56409810264148)"
386,Otterbein University,150,Westerville,Ohio,www.otterbein.edu/,Four or more years,TRUE,TRUE,Suburb,TRUE,35,40,52,Required,Required,Required,2849,2167,76.06,495,22.84,490,625,500,600,20,27,19,26,18,26,32624,450,32624,450,33074,33074,"1 South Grove Street, Westerville, Ohio 43081",11526,"(40.12769685, -82.93625855914475)"
448,Shenandoah University,150,Winchester,Virginia,www.su.edu/,Four or more years,TRUE,TRUE,City,TRUE,30,30,46,Recommended,Required,Required,2646,1968,74.38,519,26.37,510,630,500,600,19,26,18,26,17,26,32580,1320,32580,1320,33900,33900,"1460 University Dr, Winchester, Virginia 22601-5195",9400,"(39.165184, -78.160301)"
395,Point Park University,150,Pittsburgh,Pennsylvania,www.pointpark.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,0,52,Not Required,Considered,Required,5411,3761,69.51,522,13.88,483,610,470,570,18,26,17,26,17,25,32560,1640,32560,1640,34200,34200,"201 Wood St, Pittsburgh, Pennsylvania 15222-1984",3467,"(40.438877500000004, -80.00228043114213)"
425,Saint Ambrose University,150,Davenport,Iowa,www.sau.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,0,54,Not Required,Considered,Required,4607,3402,73.84,521,15.31,490,580,490,590,20,25,19,25,18,25,32478,280,32478,280,32758,32758,"518 W Locust St, Davenport, Iowa 52803-2898",8105,"(41.53975025, -90.58117612227048)"
353,North Carolina Wesleyan College,150,Rocky Mount,North Carolina,www.ncwc.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,100,21,Not Required,Considered,Required,3358,1598,47.59,259,16.21,430,480,420,500,15,20,13,19,16,20,32400,350,32400,350,32750,32750,"3400 N Wesleyan Blvd, Rocky Mount, North Carolina 27804",12165,"(36.018053, -77.770713)"
534,Trinity International University-Illinois,150,Deerfield,Illinois,www.tiu.edu/,Four or more years,TRUE,TRUE,Suburb,TRUE,0,0,38,Considered,Considered,Required,277,238,85.92,100,42.02,450,540,460,560,19,27,18,27,18,26,32398,900,32398,900,33298,33298,"2065 Half Day Rd, Deerfield, Illinois 60015-1283",10289,"(42.19529545, -87.87910360426022)"
367,Nova Southeastern University,150,Fort Lauderdale,Florida,www.nova.edu/,Four or more years,TRUE,TRUE,Suburb,TRUE,50,50,39,Required,Required,Required,13727,10466,76.24,1689,16.14,530,630,500,610,20,27,20,28,18,26,32370,1060,32370,1060,33430,33430,"3301 College Ave, Fort Lauderdale, Florida 33314-7796",8025,"(26.0800886, -80.2485465)"
231,Houston Baptist University,150,Houston,Texas,www.hbu.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,0,28,Considered,Considered,Considered,8723,6238,71.51,668,10.71,500,600,500,580,20,25,18,25,17,25,32350,2150,32350,2150,34500,34500,"7502 Fondren Rd, Houston, Texas 77074-3298",3428,"(29.69802918367347, -95.51527863265306)"
416,Roberts Wesleyan College,150,Rochester,New York,www.roberts.edu/,Four or more years,TRUE,TRUE,Suburb,TRUE,0,0,60,Considered,Considered,Required,1538,1166,75.81,233,19.98,510,620,510,630,22,26,20,25,20,26,32322,1178,32322,1178,33500,33500,"2301 Westside Dr, Rochester, New York 14624",3474,"(43.1262056, -77.7975583)"
454,Soka University of America,150,Aliso Viejo,California,www.soka.edu/,Four or more years,TRUE,TRUE,Suburb,FALSE,45,45,85,Required,Considered,Required,427,222,51.99,102,45.95,560,650,620,760,26,32,24,31,24,30,32250,1712,32250,1712,33962,33962,"1 University Drive, Aliso Viejo, California 92656-8081",33734,"(33.554675200000005, -117.73474045850824)"
618,University of Mount Union,150,Alliance,Ohio,www.mountunion.edu/,Four or more years,TRUE,TRUE,Town,TRUE,0,30,54,Considered,Required,Required,3422,2649,77.41,550,20.76,490,570,480,575,19,25,18,26,18,24,32200,400,32200,400,32600,32600,"1972 Clark Ave., Alliance, Ohio 44601-3929",34869,"(40.90423869999999, -81.1106865488107)"
364,Northwest Nazarene University,150,Nampa,Idaho,www.nnu.edu/,Four or more years,TRUE,TRUE,Suburb,TRUE,0,0,43,Not Required,Required,Recommended,2793,2146,76.83,279,13,500,590,480,600,19,25,19,21,16,22,32130,650,32130,650,32780,32780,"623 S. University Blvd., Nampa, Idaho 83686-5897",39294,"(43.561784599999996, -116.565653125)"
338,Mount Mary University,150,Milwaukee,Wisconsin,www.mtmary.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,45,40,Recommended,Considered,Required,1296,687,53.01,139,20.23,470,620,455,540,16,20,14,21,16,19,32120,670,32120,670,32790,32790,"2900 N. Menomonee River Pky, Milwaukee, Wisconsin 53222-4597",3449,"(43.07252155, -88.03145157759188)"
64,Bushnell University,150,Eugene,Oregon,www.bushnell.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,0,43,Considered,Considered,Required,415,283,68.19,89,31.45,520,595,495,585,16,25,15,23,16,25,32100,220,32100,220,32320,32320,"828 E. 11th Ave., Eugene, Oregon 97401-3745",9224,"(44.0475471, -123.0776033)"
280,Lipscomb University,150,Nashville,Tennessee,www.lipscomb.edu/,Four or more years,TRUE,TRUE,City,TRUE,50,50,54,Required,Required,Required,3621,2227,61.5,694,31.16,550,660,530,650,22,29,23,32,21,27,32080,2664,32080,2664,34744,34744,"One University Park Drive, Nashville, Tennessee 37204-3951",8029,"(36.10507165, -86.79864091820343)"
737,William Peace University,150,Raleigh,North Carolina,www.peace.edu/,Four or more years,TRUE,FALSE,City,TRUE,35,0,28,Considered,Considered,Required,1277,784,61.39,144,18.37,465,575,480,560,18,23,15,22,16,23,31950,500,31950,500,32450,32450,"15 E Peace St, Raleigh, North Carolina 27604-1194",3470,"(35.78811781629029, -78.63839031293735)"
398,Prescott College,150,Prescott,Arizona,www.prescott.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,0,27,Required,Considered,Required,317,312,98.42,53,16.99,555,680,540,610,15,24,11,21,16,22,31944,1725,31944,1725,33669,33669,"220 Grove Ave, Prescott, Arizona 86301",9094,"(34.54448776112345, -112.47637028848722)"
445,Schreiner University,150,Kerrville,Texas,www.schreiner.edu/,Four or more years,TRUE,TRUE,Town,TRUE,25,25,37,Recommended,Considered,Recommended,1403,1349,96.15,298,22.09,460,590,460,570,17,23,14,23,17,23,31938,0,31938,0,31938,31938,"2100 Memorial Blvd, Kerrville, Texas 78028-5697",7768,"(30.03127035, -99.13024647445343)"
271,LeTourneau University,150,Longview,Texas,www.letu.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,0,47,Not Required,Considered,Required,2201,1235,56.11,355,28.74,560,660,550,670,22,29,21,28,20,27,31740,750,31740,750,32490,32490,"2100 S Mobberly Ave, Longview, Texas 75602",7801,"(32.4666214, -94.72641094982392)"
179,Fisher College,150,Boston,Massachusetts,www.fisher.edu/,Four or more years,TRUE,TRUE,City,TRUE,50,0,14,Not Required,Considered,Required,2612,2030,77.72,188,9.26,410,530,410,530,13,20,0,0,0,0,31700,1000,31700,1000,32700,32700,"118 Beacon Street, Boston, Massachusetts 02116",3400,"(42.355367900000005, -71.07373780610305)"
223,Heidelberg University,150,Tiffin,Ohio,www.heidelberg.edu/,Four or more years,TRUE,TRUE,Town,TRUE,25,0,39,Required,Considered,Recommended,1874,1519,81.06,321,21.13,480,590,480,590,19,24,18,24,18,25,31700,600,31700,600,32300,32300,"310 E Market St, Tiffin, Ohio 44883-2462",8103,"(41.117486779505754, -83.16726188727041)"
527,Thiel College,150,Greenville,Pennsylvania,www.thiel.edu/,Four or more years,TRUE,TRUE,Town,FALSE,0,0,36,Recommended,Considered,Required,1680,1403,83.51,250,17.82,460,570,460,570,17,22,15,21,17,23,31690,1830,31690,1830,33520,33520,"75 College Ave, Greenville, Pennsylvania 16125-2181",35191,"(41.41193441295854, -80.38522891498116)"
89,Carthage College,150,Kenosha,Wisconsin,www.carthage.edu/,Four or more years,TRUE,TRUE,Suburb,TRUE,35,35,59,Not Required,Considered,Considered,7099,5440,76.63,724,13.31,500,610,500,620,20,27,20,28,18,26,31500,0,31500,0,31500,31500,"2001 Alford Park Dr, Kenosha, Wisconsin 53140-1994",8358,"(42.619932666845756, -87.82501075387414)"
421,Roosevelt University,150,Chicago,Illinois,www.roosevelt.edu/,Four or more years,TRUE,TRUE,City,TRUE,40,40,40,Not Required,Required,Recommended,5379,4116,76.52,496,12.05,450,580,450,550,18,26,19,27,17,25,31493,0,31493,0,31493,31493,"430 S Michigan Ave, Chicago, Illinois 60605-1394",3405,"(41.8761445, -87.6251612)"
14,Anderson University,150,Anderson,Indiana,anderson.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,0,50,Considered,Considered,Required,3905,2597,66.5,327,12.59,470,580,480,580,18,25,18,24,18,25,31470,630,31470,630,32100,32100,"1100 E 5th St, Anderson, Indiana 46012-3495",13050,"(40.11455395, -85.6607189805517)"
357,North Park University,150,Chicago,Illinois,www.northpark.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,0,41,Required,Considered,Recommended,4782,2102,43.96,351,16.7,460,560,480,562,19,25,19,25,17,26,31430,670,31430,670,32100,32100,"3225 W Foster Ave, Chicago, Illinois 60625-4895",3405,"(41.9751605, -87.7104397)"
296,Malone University,150,Canton,Ohio,www.malone.edu/,Four or more years,TRUE,TRUE,City,TRUE,20,0,47,Not Required,Required,Required,1306,970,74.27,193,19.9,483,598,480,610,19,25,18,24,18,25,31416,1000,31416,1000,32416,32416,"2600 Cleveland Avenue NW, Canton, Ohio 44709-3308",11117,"(40.826021, -81.384639)"
742,Wisconsin Lutheran College,150,Milwaukee,Wisconsin,www.wlc.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,0,43,Recommended,Considered,Required,981,938,95.62,281,29.96,490,590,500,600,21,27,20,26,19,26,31310,444,31310,444,31754,31754,"8800 W Bluemound Rd, Milwaukee, Wisconsin 53226-4699",3449,"(43.03726535, -88.02194662020278)"
649,University of Saint Francis-Fort Wayne,150,Fort Wayne,Indiana,www.sf.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,0,40,Recommended,Considered,Required,1676,1660,99.05,404,24.34,480,590,480,570,19,25,17,25,18,24,31290,1130,31290,1130,32420,32420,"2701 Spring St, Fort Wayne, Indiana 46808-3994",3417,"(41.088486, -85.175023)"
221,Hastings College,150,Hastings,Nebraska,www.hastings.edu/,Four or more years,TRUE,TRUE,Town,TRUE,0,50,47,Not Required,Required,Recommended,2126,1402,65.95,290,20.68,480,590,480,590,19,26,19,26,18,26,31190,1580,31190,1580,32770,32770,"710 N Turner Ave, Hastings, Nebraska 68901",33974,"(40.591512, -98.374973)"
405,Quincy University,150,Quincy,Illinois,www.quincy.edu/,Four or more years,TRUE,TRUE,Town,TRUE,0,200,37,Recommended,Required,Required,1223,821,67.13,217,26.43,480,600,495,600,19,25,17,25,18,25,31160,0,31160,0,31160,31160,"1800 College Ave, Quincy, Illinois 62301-2699",34523,"(39.939168, -91.386969)"
339,Mount Saint Joseph University,150,Cincinnati,Ohio,www.msj.edu/,Four or more years,TRUE,TRUE,Suburb,TRUE,25,50,40,Not Required,Required,Required,1300,782,60.15,266,34.02,470,580,480,560,20,24,19,24,18,24,31100,1100,31100,1100,32200,32200,"5701 Delhi Rd, Cincinnati, Ohio 45233-1670",3406,"(39.094831600000006, -84.63803736116037)"
669,University of the Incarnate Word,150,San Antonio,Texas,www.uiw.edu/,Four or more years,TRUE,TRUE,City,TRUE,20,20,26,Recommended,Considered,Required,6883,6646,96.56,924,13.9,480,580,470,560,17,23,16,23,16,23,31020,1266,31020,1266,32286,32286,"4301 Broadway, San Antonio, Texas 78209",3480,"(29.4617582, -98.46595964634028)"
566,University of Charleston,150,Charleston,West Virginia,www.ucwv.edu/,Four or more years,TRUE,TRUE,City,TRUE,25,50,38,Not Required,Considered,Required,2806,1725,61.48,294,17.04,515,615,470,545,19,23,18,24,17,24,30900,1300,30900,1300,32200,32200,"2300 MacCorkle Avenue   SE, Charleston, West Virginia 25304",9384,"(38.3331461, -81.616121)"
124,Concordia University-Ann Arbor,150,Ann Arbor,Michigan,www.cuaa.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,65,19,Recommended,Considered,Required,1816,1107,60.96,253,22.85,0,0,0,0,19,24,17,24,17,24,30890,170,30890,170,31060,31060,"4090 Geddes Rd, Ann Arbor, Michigan 48105",7859,"(42.274497181818184, -83.68053854545454)"
594,University of Indianapolis,150,Indianapolis,Indiana,uindy.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,50,47,Recommended,Considered,Required,7893,6668,84.48,943,14.14,480,590,480,580,18,25,16,24,17,25,30888,1380,30888,1380,32268,32268,"1400 E Hanna Ave, Indianapolis, Indiana 46227-3697",3431,"(39.7082806, -86.1344336)"
110,Coker University,150,Hartsville,South Carolina,coker.edu/,Four or more years,TRUE,TRUE,Town,TRUE,0,0,28,Recommended,Required,Required,965,898,93.06,244,27.17,470,560,450,550,16,21,15,20,16,20,30864,660,30864,660,31524,31524,"300 E College Ave, Hartsville, South Carolina 29550",36348,"(34.3777406, -80.0674304)"
141,Dallas Baptist University,150,Dallas,Texas,www.dbu.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,0,42,Not Required,Required,Required,4704,4637,98.58,616,13.28,500,610,480,590,20,27,0,0,0,0,30690,1250,30690,1250,31940,31940,"3000 Mountain Creek Parkway, Dallas, Texas 75211-9299",3411,"(32.7108312, -96.94676797254901)"
300,Mary Baldwin University,150,Staunton,Virginia,www.marybaldwin.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,0,43,Recommended,Considered,Required,7188,6261,87.1,358,5.72,480,580,460,540,18,24,18,25,16,23,30690,420,30690,420,31110,31110,"318 Prospect Street, Staunton, Virginia 24401",33518,"(38.15459702098723, -79.06938927704768)"
51,Bloomfield College,150,Bloomfield,New Jersey,www.bloomfield.edu/,Four or more years,TRUE,TRUE,Suburb,TRUE,40,40,11,Required,Considered,Required,4195,3551,84.65,376,10.59,400,490,390,480,15,19,14,19,15,17,30680,0,30680,0,30680,30680,"467 Franklin St, Bloomfield, New Jersey 07003",33638,"(40.794222187735905, -74.19650361596565)"
228,Holy Family University,150,Philadelphia,Pennsylvania,www.holyfamily.edu/,Four or more years,TRUE,TRUE,City,TRUE,25,25,45,Recommended,Required,Required,1314,1021,77.7,362,35.46,430,530,440,550,18,21,15,21,16,19,30590,1050,30590,1050,31640,31640,"9801 Frankford Avenue, Philadelphia, Pennsylvania 19114-2009",3465,"(40.061646, -74.988197)"
84,Carlow University,150,Pittsburgh,Pennsylvania,www.carlow.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,0,38,Considered,Required,Required,650,614,94.46,211,34.36,500,580,480,560,19,24,19,23,17,23,30542,904,30542,904,31446,31446,"3333 Fifth Ave, Pittsburgh, Pennsylvania 15213-3165",3467,"(40.4387079, -79.96367803399265)"
435,Salem College,150,Winston-Salem,North Carolina,www.salem.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,30,59,Recommended,Considered,Required,872,738,84.63,121,16.4,495,625,470,563,17,23,15,24,15,23,30500,516,30500,516,31016,31016,"601 S Church St, Winston-Salem, North Carolina 27101",3499,"(36.087549, -80.241217)"
60,Brenau University,150,Gainesville,Georgia,www.brenau.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,0,32,Recommended,Considered,Required,1139,1050,92.19,175,16.67,490,600,440,560,17,23,15,22,16,23,30000,1720,30000,1720,31720,31720,"500 Washington Street SE, Gainesville, Georgia 30501-3668",7938,"(34.3028793, -83.8215664)"
420,Rocky Mountain College,150,Billings,Montana,www.rocky.edu/,Four or more years,TRUE,TRUE,City,TRUE,35,45,32,Recommended,Required,Recommended,1370,975,71.17,235,24.1,463,580,455,558,18,24,17,23,18,25,29976,610,29976,610,30586,30586,"1511 Poly Drive, Billings, Montana 59102-1796",9498,"(45.79702385, -108.55481964956118)"
152,Drury University,150,Springfield,Missouri,www.drury.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,25,46,Considered,Considered,Required,1603,1133,70.68,324,28.6,510,610,520,640,21,29,21,28,20,27,29900,1315,29900,1315,31215,31215,"900 N. Benton Ave, Springfield, Missouri 65802-3791",7754,"(37.2159499, -93.2855518)"
195,Franciscan University of Steubenville,150,Steubenville,Ohio,www.franciscan.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,0,70,Not Required,Required,Required,2074,1514,73,585,38.64,550,660,520,630,22,29,23,32,20,27,29720,460,29720,460,30180,30180,"1235 University Blvd, Steubenville, Ohio 43952-1763",38602,"(40.376755, -80.62193141522137)"
381,Oral Roberts University,150,Tulsa,Oklahoma,oru.edu/,Four or more years,TRUE,TRUE,City,TRUE,35,35,49,Considered,Considered,Considered,3956,3101,78.39,643,20.74,490,620,490,600,19,27,18,28,17,26,29700,1230,29700,1230,30930,30930,"7777 S Lewis Ave., Tulsa, Oklahoma 74171",3495,"(36.048120049999994, -95.95565072962529)"
198,Friends University,150,Wichita,Kansas,www.friends.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,50,29,Not Required,Required,Recommended,1154,664,57.54,212,31.93,500,560,460,580,18,24,19,26,18,24,29670,450,29670,450,30120,30120,"2100 W. University Ave., Wichita, Kansas 67213",3498,"(37.67836015, -97.36542133067047)"
579,University of Detroit Mercy,150,Detroit,Michigan,www.udmercy.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,0,53,Recommended,Required,Not Required,3985,3168,79.5,419,13.23,520,620,530,640,22,27,22,28,20,27,29562,0,29562,0,29562,29562,"4001 W McNichols Rd, Detroit, Michigan 48221-3038",3414,"(42.41403185, -83.13786010722785)"
587,University of Health Sciences and Pharmacy in St. Louis,150,Saint Louis,Missouri,www.uhsp.edu/,Four or more years,TRUE,TRUE,City,FALSE,0,0,0,Recommended,Considered,Required,349,273,78.22,94,34.43,550,635,558,690,24,30,23,30,24,29,29547,600,29547,600,30147,30147,"Pharmacy Place, Saint Louis, Missouri 63110-1088",3476,"(38.63682475, -90.26091298011451)"
219,Hardin-Simmons University,150,Abilene,Texas,www.hsutx.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,0,36,Considered,Required,Required,2308,2089,90.51,454,21.73,480,580,480,570,18,24,17,24,16,22,29526,1838,29526,1838,31364,31364,"2200 Hickory, Abilene, Texas 79698-0001",9975,"(32.4772577, -99.7351953)"
262,La Roche University,150,Pittsburgh,Pennsylvania,www.laroche.edu/,Four or more years,TRUE,TRUE,Suburb,TRUE,50,50,39,Required,Considered,Not Required,1846,1272,68.91,203,15.96,460,570,430,540,17,22,15,22,16,23,29470,850,29470,850,30320,30320,"9000 Babcock Blvd, Pittsburgh, Pennsylvania 15237-5898",3467,"(40.56839905, -80.013865336067)"
322,Mills College,150,Oakland,California,www.mills.edu/,Four or more years,TRUE,TRUE,City,TRUE,50,50,58,Required,Considered,Required,824,751,91.14,130,17.31,560,663,495,613,20,30,22,32,18,25,29340,1430,29340,1430,30770,30770,"5000 MacArthur Blvd, Oakland, California 94613",3459,"(37.776317, -122.186352)"
728,Wheeling University,150,Wheeling,West Virginia,www.wju.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,0,47,Recommended,Required,Considered,1057,812,76.82,188,23.15,450,550,440,540,17,23,15,22,16,23,29090,200,29090,200,29290,29290,"316 Washington Ave, Wheeling, West Virginia 26003",7477,"(40.067676, -80.690748)"
214,Grand View University,150,Des Moines,Iowa,www.grandview.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,0,36,Not Required,Required,Required,1810,1756,97.02,294,16.74,440,560,470,560,18,23,16,23,17,24,29076,716,29076,716,29792,29792,"1200 Grandview Ave, Des Moines, Iowa 50316",3413,"(41.620519, -93.60614214572864)"
387,Our Lady of the Lake University,150,San Antonio,Texas,www.ollusa.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,40,21,Not Required,Considered,Recommended,5529,4090,73.97,295,7.21,450,540,440,520,15,20,14,19,16,20,29038,888,29038,888,29926,29926,"411 SW 24th St., San Antonio, Texas 78207-4689",3480,"(29.4242158, -98.5431931)"
506,Texas Wesleyan University,150,Fort Worth,Texas,www.txwes.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,68,25,Recommended,Considered,Required,3208,1501,46.79,243,16.19,510,580,490,580,19,23,17,23,17,21,29026,4382,29026,4382,33408,33408,"1201 Wesleyan St, Fort Worth, Texas 76105-1536",3418,"(32.7323914, -97.2795045)"
